count,loss,learning_rate
100,0.2231680452823639,0.001
200,0.10591068863868713,0.001
300,0.1042686179280281,0.001
400,0.045988529920578,0.001
500,0.06515853106975555,0.001
600,0.027907270938158035,0.001
700,0.07521319389343262,0.001
800,0.028800150379538536,0.001
900,0.12144108861684799,0.001
1000,0.07231844961643219,0.001
1100,0.047891851514577866,0.001
1200,0.026251893490552902,0.001
1300,0.04299769923090935,0.001
1400,0.035986337810754776,0.001
1500,0.052043549716472626,0.001
1600,0.02317197248339653,0.001
1700,0.03531903401017189,0.001
1800,0.09983615577220917,0.001
1900,0.04118867963552475,0.001
2000,0.029528409242630005,0.001
2100,0.024989452213048935,0.001
2200,0.026261210441589355,0.001
2300,0.09533029794692993,0.001
2400,0.028563054278492928,0.001
2500,0.03590529039502144,0.001
2600,0.0330716036260128,0.001
2700,0.026302974671125412,0.001
2800,0.046538278460502625,0.001
2900,0.01835918053984642,0.001
3000,0.018754059448838234,0.001
3100,0.02472844161093235,0.001
3200,0.02954762801527977,0.001
3300,0.028951801359653473,0.001
3400,0.06615067273378372,0.001
3500,0.022367676720023155,0.001
3600,0.042985182255506516,0.001
3700,0.023224782198667526,0.001
3800,0.025079116225242615,0.001
3900,0.02913205511868,0.001
4000,0.037449583411216736,0.001
4100,0.07707236707210541,0.001
4200,0.017129477113485336,0.001
4300,0.01795196160674095,0.001
4400,0.021088285371661186,0.001
4500,0.02853291667997837,0.001
4600,0.040074653923511505,0.001
4700,0.051668308675289154,0.001
4800,0.013610310852527618,0.001
4900,0.07543709129095078,0.001
5000,0.01863192953169346,0.001
5100,0.020975107327103615,0.001
5200,0.02641262486577034,0.001
5300,0.019664378836750984,0.001
5400,0.0283394455909729,0.001
5500,0.024563468992710114,0.001
5600,0.032484591007232666,0.001
5700,0.023112703114748,0.001
5800,0.039220649749040604,0.001
5900,0.019263610243797302,0.001
6000,0.042868178337812424,0.001
6100,0.04953684285283089,0.001
6200,0.03714215010404587,0.001
6300,0.024671057239174843,0.001
6400,0.019728895276784897,0.001
6500,0.02641092613339424,0.001
6600,0.03527240455150604,0.001
6700,0.017119349911808968,0.001
6800,0.019178207963705063,0.001
6900,0.018943164497613907,0.001
7000,0.02119303122162819,0.001
7100,0.03147318959236145,0.001
7200,0.0203124787658453,0.0009000000000000001
7300,0.013507317751646042,0.0009000000000000001
7400,0.021532751619815826,0.0009000000000000001
7500,0.041456811130046844,0.0009000000000000001
7600,0.022779401391744614,0.0009000000000000001
7700,0.012557299807667732,0.0009000000000000001
7800,0.027168845757842064,0.0009000000000000001
7900,0.026502102613449097,0.0009000000000000001
8000,0.02299933135509491,0.0009000000000000001
8100,0.021558668464422226,0.0009000000000000001
8200,0.0310942605137825,0.0009000000000000001
8300,0.01530761644244194,0.0009000000000000001
8400,0.013707028701901436,0.0009000000000000001
8500,0.03066040202975273,0.0009000000000000001
8600,0.01987600326538086,0.0009000000000000001
8700,0.02376990020275116,0.0009000000000000001
8800,0.03002069517970085,0.0009000000000000001
8900,0.017018798738718033,0.0009000000000000001
9000,0.03689448907971382,0.0009000000000000001
9100,0.022201774641871452,0.0009000000000000001
9200,0.026688847690820694,0.0009000000000000001
