count,loss,learning_rate
100,0.10895010828971863,0.0009000000000000001
200,0.06725140661001205,0.0009000000000000001
300,0.05124731734395027,0.0009000000000000001
400,0.05167681351304054,0.0009000000000000001
500,0.04864335060119629,0.0009000000000000001
600,0.07154098153114319,0.0009000000000000001
700,0.1536865532398224,0.0009000000000000001
800,0.058613333851099014,0.0009000000000000001
900,0.07355400919914246,0.0009000000000000001
1000,0.06857523322105408,0.0009000000000000001
1100,0.03481511399149895,0.0009000000000000001
1200,0.10544680058956146,0.0009000000000000001
1300,0.038274556398391724,0.0009000000000000001
1400,0.09853345900774002,0.0009000000000000001
1500,0.05005290359258652,0.0009000000000000001
1600,0.04620878025889397,0.0009000000000000001
1700,0.0735306590795517,0.0009000000000000001
1800,0.06281660497188568,0.0009000000000000001
1900,0.08217592537403107,0.0009000000000000001
2000,0.10897470265626907,0.0009000000000000001
2100,0.05795976519584656,0.0009000000000000001
2200,0.03412241488695145,0.0009000000000000001
2300,0.07566918432712555,0.0009000000000000001
2400,0.05395789444446564,0.0009000000000000001
2500,0.06780078262090683,0.0008100000000000001
2600,0.15672890841960907,0.0008100000000000001
2700,0.1850825548171997,0.0008100000000000001
2800,0.029382657259702682,0.0008100000000000001
2900,0.1305619478225708,0.0008100000000000001
3000,0.057103175669908524,0.0008100000000000001
3100,0.06572844088077545,0.0008100000000000001
3200,0.11315657198429108,0.0008100000000000001
3300,0.0837664008140564,0.0008100000000000001
3400,0.11796048283576965,0.0008100000000000001
3500,0.034192707389593124,0.0008100000000000001
3600,0.05038383975625038,0.0008100000000000001
3700,0.05733087286353111,0.0008100000000000001
3800,0.1123209148645401,0.0008100000000000001
3900,0.06176218390464783,0.0008100000000000001
4000,0.031915437430143356,0.0008100000000000001
4100,0.1138286218047142,0.0008100000000000001
4200,0.04529905319213867,0.0008100000000000001
4300,0.03934458643198013,0.0008100000000000001
4400,0.0425875186920166,0.0008100000000000001
4500,0.162675678730011,0.0008100000000000001
4600,0.03992191702127457,0.0008100000000000001
4700,0.04584242403507233,0.0008100000000000001
4800,0.03709939122200012,0.0008100000000000001
4900,0.06430903822183609,0.000729
5000,0.06815214455127716,0.000729
5100,0.02863999828696251,0.000729
5200,0.02720974013209343,0.000729
5300,0.035922471433877945,0.000729
5400,0.06727872043848038,0.000729
5500,0.058841999620199203,0.000729
5600,0.04999453201889992,0.000729
5700,0.09930064529180527,0.000729
5800,0.036609403789043427,0.000729
5900,0.054366663098335266,0.000729
6000,0.04566474258899689,0.000729
6100,0.046524979174137115,0.000729
6200,0.1365605592727661,0.000729
6300,0.061843425035476685,0.000729
6400,0.11941182613372803,0.000729
6500,0.0737258568406105,0.000729
6600,0.05771118402481079,0.000729
6700,0.03283199667930603,0.000729
6800,0.08111118525266647,0.000729
6900,0.045436158776283264,0.000729
7000,0.06740076094865799,0.000729
7100,0.039376240223646164,0.000729
7200,0.05485343933105469,0.000729
7300,0.016747914254665375,0.0006561000000000001
7400,0.07091166079044342,0.0006561000000000001
7500,0.025663208216428757,0.0006561000000000001
7600,0.02920353412628174,0.0006561000000000001
7700,0.014507725834846497,0.0006561000000000001
7800,0.02920486405491829,0.0006561000000000001
7900,0.0955129861831665,0.0006561000000000001
8000,0.02825964242219925,0.0006561000000000001
