count,loss
100,0.13593995571136475,0.001
200,0.1094578206539154,0.001
300,0.08578068017959595,0.001
400,0.10427136719226837,0.001
500,0.04051348567008972,0.001
600,0.045085083693265915,0.001
700,0.11256341636180878,0.001
800,0.03993703052401543,0.001
900,0.0450386144220829,0.001
1000,0.043188534677028656,0.001
1100,0.040929410606622696,0.001
1200,0.08118593692779541,0.001
1300,0.04581845551729202,0.001
1400,0.05430279299616814,0.001
1500,0.07008159905672073,0.001
1600,0.05879468470811844,0.001
1700,0.035471513867378235,0.001
1800,0.041140392422676086,0.001
1900,0.033799223601818085,0.001
2000,0.023110270500183105,0.001
2100,0.04921109974384308,0.001
2200,0.04705230891704559,0.001
2300,0.07333725690841675,0.001
2400,0.08407426625490189,0.001
2500,0.025950836017727852,0.0009960573900837325
2600,0.04465750604867935,0.0009960573900837325
2700,0.028515424579381943,0.0009960573900837325
2800,0.025900529697537422,0.0009960573900837325
2900,0.03593834489583969,0.0009960573900837325
3000,0.044638559222221375,0.0009960573900837325
3100,0.04781658947467804,0.0009960573900837325
3200,0.02439514547586441,0.0009960573900837325
3300,0.07571826875209808,0.0009960573900837325
3400,0.033351507037878036,0.0009960573900837325
3500,0.03916802257299423,0.0009960573900837325
3600,0.03955645114183426,0.0009960573900837325
3700,0.022689715027809143,0.0009960573900837325
3800,0.027768973261117935,0.0009960573900837325
3900,0.02772541530430317,0.0009960573900837325
4000,0.028552191331982613,0.0009960573900837325
4100,0.11336258798837662,0.0009960573900837325
4200,0.025502122938632965,0.0009960573900837325
4300,0.04436708241701126,0.0009960573900837325
4400,0.04120099917054176,0.0009960573900837325
4500,0.04180733114480972,0.0009960573900837325
4600,0.038546934723854065,0.0009960573900837325
4700,0.04789352789521217,0.0009960573900837325
4800,0.021558083593845367,0.0009960573900837325
4900,0.03166654706001282,0.00098429173764851
5000,0.056446440517902374,0.00098429173764851
5100,0.07667713612318039,0.00098429173764851
5200,0.03148609399795532,0.00098429173764851
5300,0.03932514041662216,0.00098429173764851
5400,0.033852964639663696,0.00098429173764851
5500,0.05775443837046623,0.00098429173764851
5600,0.03112505003809929,0.00098429173764851
5700,0.022938985377550125,0.00098429173764851
5800,0.02225722000002861,0.00098429173764851
5900,0.02679731510579586,0.00098429173764851
6000,0.03363583981990814,0.00098429173764851
6100,0.02601383812725544,0.00098429173764851
6200,0.050964951515197754,0.00098429173764851
6300,0.038018904626369476,0.00098429173764851
6400,0.030134253203868866,0.00098429173764851
6500,0.03935921937227249,0.00098429173764851
6600,0.08330562710762024,0.00098429173764851
6700,0.02416699379682541,0.00098429173764851
6800,0.040003787726163864,0.00098429173764851
6900,0.04133507236838341,0.00098429173764851
7000,0.017159806564450264,0.00098429173764851
7100,0.02192365750670433,0.00098429173764851
7200,0.039787761867046356,0.00098429173764851
7300,0.019381120800971985,0.0009648885940616964
7400,0.02314641699194908,0.0009648885940616964
7500,0.058040618896484375,0.0009648885940616964
7600,0.046747371554374695,0.0009648885940616964
7700,0.03422490507364273,0.0009648885940616964
7800,0.0651417151093483,0.0009648885940616964
7900,0.03357849270105362,0.0009648885940616964
8000,0.043696098029613495,0.0009648885940616964
8100,0.02352931722998619,0.0009648885940616964
8200,0.024899553507566452,0.0009648885940616964
8300,0.0318349227309227,0.0009648885940616964
8400,0.05254276841878891,0.0009648885940616964
