count,loss
100,0.08190244436264038
200,0.05450420454144478
300,0.052217550575733185
400,0.075731560587883
500,0.051778897643089294
600,0.05328001081943512
700,0.036778636276721954
800,0.04385589808225632
900,0.06789051741361618
1000,0.03426973521709442
1100,0.0699896514415741
1200,0.0626930445432663
1300,0.11370827257633209
1400,0.020473264157772064
1500,0.04196951538324356
1600,0.0455150306224823
1700,0.05265343189239502
1800,0.04036973416805267
1900,0.08410067111253738
2000,0.056121982634067535
2100,0.03823833912611008
2200,0.05795733630657196
2300,0.021579574793577194
2400,0.028027992695569992
2500,0.06491919606924057
2600,0.018722455948591232
2700,0.046248871833086014
2800,0.034928638488054276
2900,0.047536589205265045
3000,0.03409957513213158
3100,0.019985787570476532
3200,0.04061209410429001
3300,0.03145929053425789
3400,0.035282135009765625
3500,0.056014545261859894
3600,0.06690813601016998
3700,0.019380051642656326
3800,0.08322566002607346
3900,0.02177504450082779
4000,0.02681872993707657
4100,0.03371052071452141
4200,0.025265339761972427
4300,0.03665236756205559
4400,0.04523846134543419
4500,0.03274919092655182
4600,0.03115108050405979
4700,0.024086682125926018
4800,0.02172425203025341
4900,0.018636029213666916
5000,0.023271888494491577
5100,0.0343233197927475
5200,0.0321575291454792
5300,0.030857840552926064
5400,0.02150392159819603
5500,0.018015969544649124
5600,0.02590632438659668
5700,0.03984176367521286
5800,0.023166770115494728
5900,0.021795010194182396
6000,0.021329879760742188
6100,0.03632491081953049
6200,0.020666606724262238
6300,0.037424251437187195
6400,0.02755671739578247
6500,0.021965760737657547
6600,0.1274382621049881
6700,0.027333371341228485
6800,0.016689039766788483
6900,0.03359653055667877
7000,0.017887910827994347
7100,0.03145541995763779
7200,0.017712684348225594
7300,0.023885125294327736
7400,0.0627388134598732
7500,0.014852488413453102
7600,0.04709313064813614
7700,0.04365481808781624
7800,0.08990491926670074
7900,0.04409097880125046
8000,0.024692822247743607
8100,0.05723169073462486
8200,0.11590395867824554
8300,0.03103906288743019
8400,0.04810179024934769
8500,0.02243373543024063
8600,0.023600837215781212
8700,0.026286013424396515
8800,0.04778549075126648
8900,0.0561043880879879
9000,0.024826083332300186
9100,0.024794068187475204
9200,0.03480491414666176
9300,0.023078974336385727
9400,0.014688688330352306
9500,0.02069048024713993
9600,0.026884857565164566
9700,0.02865750342607498
9800,0.03391382098197937
9900,0.050532300025224686
10000,0.023112833499908447
10100,0.024800339713692665
10200,0.028542514890432358
10300,0.0368264876306057
10400,0.017820902168750763
10500,0.02743937447667122
10600,0.02406962960958481
10700,0.02817736193537712
10800,0.012174973264336586
10900,0.046703048050403595
11000,0.04426666349172592
11100,0.03215327858924866
11200,0.01979084312915802
11300,0.022581251338124275
11400,0.07636992633342743
11500,0.05014406889677048
11600,0.020394619554281235
11700,0.022301144897937775
11800,0.03134763613343239
11900,0.0675220787525177
12000,0.04581958055496216
12100,0.015446753241121769
12200,0.01469061803072691
12300,0.026117809116840363
12400,0.010943127796053886
12500,0.03416997566819191
12600,0.0303797647356987
12700,0.027740787714719772
12800,0.1100425198674202
12900,0.03344326466321945
13000,0.020439287647604942
13100,0.07187816500663757
13200,0.012206783518195152
13300,0.040905989706516266
13400,0.03320792317390442
13500,0.02471466362476349
13600,0.022255070507526398
13700,0.027105769142508507
13800,0.032709307968616486
13900,0.02384471893310547
14000,0.03633303940296173
14100,0.03773421049118042
14200,0.01835080236196518
14300,0.05917857587337494
14400,0.06262646615505219
14500,0.05605492368340492
14600,0.024434950202703476
14700,0.02071239799261093
14800,0.016473203897476196
14900,0.018863003700971603
15000,0.0175882950425148
15100,0.02506103739142418
15200,0.018931884318590164
15300,0.02228286676108837
15400,0.04160129651427269
15500,0.041677068918943405
