count,loss
27200,0.022396596148610115,0.00031381059609000004
27300,0.03864199295639992,0.00031381059609000004
27400,0.014164827764034271,0.00031381059609000004
27500,0.03455599024891853,0.00031381059609000004
27600,0.025537356734275818,0.00031381059609000004
27700,0.01529904268682003,0.00031381059609000004
27800,0.04406498745083809,0.00031381059609000004
27900,0.018482401967048645,0.00031381059609000004
28000,0.01857302151620388,0.00031381059609000004
28100,0.036583952605724335,0.00031381059609000004
28200,0.02285165712237358,0.00031381059609000004
28300,0.028620872646570206,0.00031381059609000004
28400,0.018492644652724266,0.00031381059609000004
28500,0.05441504344344139,0.00031381059609000004
28600,0.018726013600826263,0.00031381059609000004
28700,0.010621456429362297,0.00031381059609000004
28800,0.04289020597934723,0.00031381059609000004
28900,0.017404595389962196,0.00028242953648100003
29000,0.009553897194564342,0.00028242953648100003
29100,0.01564963534474373,0.00028242953648100003
29200,0.018178582191467285,0.00028242953648100003
29300,0.021270599216222763,0.00028242953648100003
29400,0.02412375435233116,0.00028242953648100003
29500,0.018187161535024643,0.00028242953648100003
29600,0.02581079676747322,0.00028242953648100003
29700,0.03957837074995041,0.00028242953648100003
29800,0.01546921581029892,0.00028242953648100003
29900,0.027991188690066338,0.00028242953648100003
30000,0.016103416681289673,0.00028242953648100003
30100,0.021449346095323563,0.00028242953648100003
30200,0.019283726811408997,0.00028242953648100003
30300,0.05502137541770935,0.00028242953648100003
30400,0.0322505421936512,0.00028242953648100003
30500,0.027360104024410248,0.00028242953648100003
30600,0.02516675367951393,0.00028242953648100003
30700,0.03815773129463196,0.00028242953648100003
30800,0.010313494130969048,0.00028242953648100003
30900,0.019756274297833443,0.00028242953648100003
31000,0.04652291163802147,0.00028242953648100003
31100,0.016755485907197,0.00028242953648100003
31200,0.01427791640162468,0.00028242953648100003
31300,0.017181502655148506,0.00025418658283290005
31400,0.02777779847383499,0.00025418658283290005
31500,0.015816332772374153,0.00025418658283290005
31600,0.01713857240974903,0.00025418658283290005
31700,0.013661782257258892,0.00025418658283290005
31800,0.013294325210154057,0.00025418658283290005
31900,0.012127221561968327,0.00025418658283290005
32000,0.03311602771282196,0.00025418658283290005
32100,0.028633587062358856,0.00025418658283290005
32200,0.013958679512143135,0.00025418658283290005
32300,0.03054291009902954,0.00025418658283290005
32400,0.013269808143377304,0.00025418658283290005
32500,0.011003954336047173,0.00025418658283290005
32600,0.007428953889757395,0.00025418658283290005
32700,0.013822237960994244,0.00025418658283290005
32800,0.02171282097697258,0.00025418658283290005
32900,0.01911044865846634,0.00025418658283290005
33000,0.014083411544561386,0.00025418658283290005
33100,0.028347894549369812,0.00025418658283290005
33200,0.03250056505203247,0.00025418658283290005
33300,0.012227904051542282,0.00025418658283290005
33400,0.017848659306764603,0.00025418658283290005
33500,0.031727757304906845,0.00025418658283290005
33600,0.012661452405154705,0.00025418658283290005
33700,0.039917390793561935,0.00022876792454961005
33800,0.01411350630223751,0.00022876792454961005
33900,0.013495045714080334,0.00022876792454961005
34000,0.015139049850404263,0.00022876792454961005
34100,0.014044844545423985,0.00022876792454961005
34200,0.09819100797176361,0.00022876792454961005
34300,0.025090128183364868,0.00022876792454961005
34400,0.01967013254761696,0.00022876792454961005
34500,0.020565543323755264,0.00022876792454961005
34600,0.010470887646079063,0.00022876792454961005
34700,0.05498790740966797,0.00022876792454961005
34800,0.011952594853937626,0.00022876792454961005
34900,0.01570746675133705,0.00022876792454961005
35000,0.009703303687274456,0.00022876792454961005
35100,0.02206677570939064,0.00022876792454961005
35200,0.010164379142224789,0.00022876792454961005
35300,0.02310420386493206,0.00022876792454961005
35400,0.014537154696881771,0.00022876792454961005
35500,0.012280311435461044,0.00022876792454961005
35600,0.013994773849844933,0.00022876792454961005
35700,0.00937689933925867,0.00022876792454961005
35800,0.022294847294688225,0.00022876792454961005
35900,0.03192862868309021,0.00022876792454961005
36000,0.013893965631723404,0.00022876792454961005
36100,0.03246301785111427,0.00020589113209464906
36200,0.03488398715853691,0.00020589113209464906
36300,0.014434179291129112,0.00020589113209464906
36400,0.025778595358133316,0.00020589113209464906
36500,0.013403577730059624,0.00020589113209464906
36600,0.012022512964904308,0.00020589113209464906
36700,0.016057303175330162,0.00020589113209464906
36800,0.0156285148113966,0.00020589113209464906
36900,0.012032341212034225,0.00020589113209464906
37000,0.012686077505350113,0.00020589113209464906
37100,0.009065493941307068,0.00020589113209464906
37200,0.013711187988519669,0.00020589113209464906
37300,0.015959177166223526,0.00020589113209464906
37400,0.013262400403618813,0.00020589113209464906
37500,0.019580816850066185,0.00020589113209464906
37600,0.016202719882130623,0.00020589113209464906
37700,0.06190507486462593,0.00020589113209464906
37800,0.01773092709481716,0.00020589113209464906
37900,0.024867041036486626,0.00020589113209464906
38000,0.0112719452008605,0.00020589113209464906
38100,0.016784563660621643,0.00020589113209464906
38200,0.014526156708598137,0.00020589113209464906
38300,0.020652350038290024,0.00020589113209464906
38400,0.012687415815889835,0.00020589113209464906
38500,0.018978536128997803,0.00018530201888518417
38600,0.014047712087631226,0.00018530201888518417
38700,0.011897319927811623,0.00018530201888518417
38800,0.02864135056734085,0.00018530201888518417
38900,0.015642870217561722,0.00018530201888518417
39000,0.02090788446366787,0.00018530201888518417
39100,0.016744384542107582,0.00018530201888518417
39200,0.01347140409052372,0.00018530201888518417
39300,0.016722729429602623,0.00018530201888518417
39400,0.014348439872264862,0.00018530201888518417
39500,0.018200751394033432,0.00018530201888518417
39600,0.031440187245607376,0.00018530201888518417
39700,0.01232868805527687,0.00018530201888518417
39800,0.016968047246336937,0.00018530201888518417
39900,0.013811711221933365,0.00018530201888518417
40000,0.0401262603700161,0.00018530201888518417
40100,0.013010231778025627,0.00018530201888518417
40200,0.020917724817991257,0.00018530201888518417
40300,0.024127990007400513,0.00018530201888518417
40400,0.01683417148888111,0.00018530201888518417
40500,0.052757058292627335,0.00018530201888518417
40600,0.016040777787566185,0.00018530201888518417
40700,0.02895689383149147,0.00018530201888518417
40800,0.021755317226052284,0.00018530201888518417
40900,0.010141553357243538,0.00016677181699666576
41000,0.021377872675657272,0.00016677181699666576
41100,0.021913981065154076,0.00016677181699666576
41200,0.03455258160829544,0.00016677181699666576
41300,0.016949154436588287,0.00016677181699666576
41400,0.026926826685667038,0.00016677181699666576
41500,0.014597093686461449,0.00016677181699666576
41600,0.010819762013852596,0.00016677181699666576
41700,0.024355508387088776,0.00016677181699666576
41800,0.012675715610384941,0.00016677181699666576
41900,0.02207225374877453,0.00016677181699666576
42000,0.03989439085125923,0.00016677181699666576
42100,0.03062910959124565,0.00016677181699666576
42200,0.011332821100950241,0.00016677181699666576
42300,0.011733324266970158,0.00016677181699666576
42400,0.017015822231769562,0.00016677181699666576
42500,0.015504139475524426,0.00016677181699666576
42600,0.011588315479457378,0.00016677181699666576
42700,0.0084464056417346,0.00016677181699666576
42800,0.013335784897208214,0.00016677181699666576
42900,0.014075472950935364,0.00016677181699666576
43000,0.03888634592294693,0.00016677181699666576
43100,0.01917249895632267,0.00016677181699666576
43200,0.011331876739859581,0.00016677181699666576
43300,0.025454256683588028,0.0001500946352969992
43400,0.01341080479323864,0.0001500946352969992
43500,0.01839759200811386,0.0001500946352969992
43600,0.013814443722367287,0.0001500946352969992
43700,0.012186046689748764,0.0001500946352969992
43800,0.015210247598588467,0.0001500946352969992
43900,0.02289438620209694,0.0001500946352969992
44000,0.011956537142395973,0.0001500946352969992
44100,0.013673237524926662,0.0001500946352969992
44200,0.01436825841665268,0.0001500946352969992
44300,0.009732650592923164,0.0001500946352969992
44400,0.03413861244916916,0.0001500946352969992
44500,0.020363125950098038,0.0001500946352969992
44600,0.0154658742249012,0.0001500946352969992
44700,0.019713744521141052,0.0001500946352969992
44800,0.01483044121414423,0.0001500946352969992
44900,0.011907145380973816,0.0001500946352969992
45000,0.017634136602282524,0.0001500946352969992
45100,0.01509665697813034,0.0001500946352969992
45200,0.016553940251469612,0.0001500946352969992
45300,0.021221190690994263,0.0001500946352969992
45400,0.011692093685269356,0.0001500946352969992
45500,0.04870982468128204,0.0001500946352969992
45600,0.01911335252225399,0.0001500946352969992
45700,0.014119112864136696,0.0001350851717672993
45800,0.01273439172655344,0.0001350851717672993
45900,0.023929281160235405,0.0001350851717672993
46000,0.03925662487745285,0.0001350851717672993
46100,0.02223007008433342,0.0001350851717672993
46200,0.011430077254772186,0.0001350851717672993
46300,0.01099381037056446,0.0001350851717672993
46400,0.02024224027991295,0.0001350851717672993
46500,0.015280889347195625,0.0001350851717672993
46600,0.013818706385791302,0.0001350851717672993
46700,0.018166135996580124,0.0001350851717672993
46800,0.016215786337852478,0.0001350851717672993
46900,0.019882764667272568,0.0001350851717672993
47000,0.015882987529039383,0.0001350851717672993
47100,0.02279084175825119,0.0001350851717672993
47200,0.020309917628765106,0.0001350851717672993
47300,0.013413063250482082,0.0001350851717672993
47400,0.026045139878988266,0.0001350851717672993
47500,0.008658153936266899,0.0001350851717672993
47600,0.01752263680100441,0.0001350851717672993
47700,0.016876136884093285,0.0001350851717672993
47800,0.03057507798075676,0.0001350851717672993
47900,0.008202703669667244,0.0001350851717672993
48000,0.011810771189630032,0.0001350851717672993
48100,0.013944035395979881,0.00012157665459056936
48200,0.03190555423498154,0.00012157665459056936
48300,0.02309553138911724,0.00012157665459056936
48400,0.01013876497745514,0.00012157665459056936
48500,0.020446546375751495,0.00012157665459056936
48600,0.028943201526999474,0.00012157665459056936
48700,0.035073861479759216,0.00012157665459056936
48800,0.017423735931515694,0.00012157665459056936
48900,0.0336155965924263,0.00012157665459056936
49000,0.009899494238197803,0.00012157665459056936
49100,0.013332750648260117,0.00012157665459056936
49200,0.011203650385141373,0.00012157665459056936
49300,0.013324146158993244,0.00012157665459056936
49400,0.009816421195864677,0.00012157665459056936
49500,0.015503311529755592,0.00012157665459056936
49600,0.013400227762758732,0.00012157665459056936
49700,0.028219319880008698,0.00012157665459056936
49800,0.014124222099781036,0.00012157665459056936
49900,0.013607259839773178,0.00012157665459056936
50000,0.009289117529988289,0.00012157665459056936
50100,0.013509317301213741,0.00012157665459056936
50200,0.023205477744340897,0.00012157665459056936
50300,0.011368684470653534,0.00012157665459056936
50400,0.016948556527495384,0.00012157665459056936
50500,0.016405202448368073,0.00010941898913151243
50600,0.021064843982458115,0.00010941898913151243
50700,0.02787332609295845,0.00010941898913151243
50800,0.010655450634658337,0.00010941898913151243
50900,0.015357398428022861,0.00010941898913151243
51000,0.015598763711750507,0.00010941898913151243
51100,0.03258213400840759,0.00010941898913151243
51200,0.011012187227606773,0.00010941898913151243
51300,0.010941539891064167,0.00010941898913151243
51400,0.017439715564250946,0.00010941898913151243
51500,0.02214803174138069,0.00010941898913151243
51600,0.013224251568317413,0.00010941898913151243
51700,0.013164004310965538,0.00010941898913151243
51800,0.008426198735833168,0.00010941898913151243
51900,0.014923065900802612,0.00010941898913151243
52000,0.06808575987815857,0.00010941898913151243
52100,0.02449684403836727,0.00010941898913151243
52200,0.019108058884739876,0.00010941898913151243
52300,0.01689818874001503,0.00010941898913151243
52400,0.012689443305134773,0.00010941898913151243
52500,0.014846879988908768,0.00010941898913151243
52600,0.01707911305129528,0.00010941898913151243
52700,0.025878317654132843,0.00010941898913151243
52800,0.0327458456158638,0.00010941898913151243
52900,0.020481619983911514,9.847709021836118e-05
53000,0.012722214683890343,9.847709021836118e-05
53100,0.008747748099267483,9.847709021836118e-05
53200,0.015115230344235897,9.847709021836118e-05
53300,0.01868034154176712,9.847709021836118e-05
53400,0.01977655105292797,9.847709021836118e-05
53500,0.014981523156166077,9.847709021836118e-05
53600,0.009159652516245842,9.847709021836118e-05
53700,0.007490582764148712,9.847709021836118e-05
53800,0.017804469913244247,9.847709021836118e-05
53900,0.009126069024205208,9.847709021836118e-05
54000,0.011683285236358643,9.847709021836118e-05
54100,0.009330235421657562,9.847709021836118e-05
54200,0.04368149861693382,9.847709021836118e-05
54300,0.02330378256738186,9.847709021836118e-05
54400,0.02317643351852894,9.847709021836118e-05
54500,0.023236479610204697,9.847709021836118e-05
54600,0.015865137800574303,9.847709021836118e-05
54700,0.04569133371114731,9.847709021836118e-05
54800,0.01784641295671463,9.847709021836118e-05
54900,0.0095225153490901,9.847709021836118e-05
55000,0.02997763827443123,9.847709021836118e-05
55100,0.009535231627523899,9.847709021836118e-05
55200,0.010822531767189503,9.847709021836118e-05
55300,0.011606765910983086,8.862938119652506e-05
55400,0.009639376774430275,8.862938119652506e-05
55500,0.011551919393241405,8.862938119652506e-05
55600,0.01290268823504448,8.862938119652506e-05
55700,0.01844184845685959,8.862938119652506e-05
55800,0.023265095427632332,8.862938119652506e-05
55900,0.01422788668423891,8.862938119652506e-05
56000,0.01529085636138916,8.862938119652506e-05
56100,0.028939999639987946,8.862938119652506e-05
56200,0.016228975728154182,8.862938119652506e-05
56300,0.01505416352301836,8.862938119652506e-05
56400,0.055418502539396286,8.862938119652506e-05
56500,0.016775310039520264,8.862938119652506e-05
56600,0.015809886157512665,8.862938119652506e-05
56700,0.019079307094216347,8.862938119652506e-05
56800,0.03115682676434517,8.862938119652506e-05
56900,0.010128293186426163,8.862938119652506e-05
57000,0.013284990563988686,8.862938119652506e-05
57100,0.011998826637864113,8.862938119652506e-05
57200,0.01624148152768612,8.862938119652506e-05
57300,0.015404199250042439,8.862938119652506e-05
57400,0.013547001406550407,8.862938119652506e-05
57500,0.015395025722682476,8.862938119652506e-05
57600,0.027557887136936188,8.862938119652506e-05
57700,0.018449243158102036,7.976644307687256e-05
57800,0.04554525390267372,7.976644307687256e-05
57900,0.014241683296859264,7.976644307687256e-05
58000,0.026329584419727325,7.976644307687256e-05
58100,0.016494981944561005,7.976644307687256e-05
58200,0.07866497337818146,7.976644307687256e-05
58300,0.01077599823474884,7.976644307687256e-05
58400,0.01608593575656414,7.976644307687256e-05
58500,0.009359974414110184,7.976644307687256e-05
58600,0.012668997049331665,7.976644307687256e-05
58700,0.015833638608455658,7.976644307687256e-05
58800,0.038783177733421326,7.976644307687256e-05
58900,0.010964524932205677,7.976644307687256e-05
59000,0.017230167984962463,7.976644307687256e-05
59100,0.02173323929309845,7.976644307687256e-05
59200,0.01633182168006897,7.976644307687256e-05
59300,0.03184153139591217,7.976644307687256e-05
59400,0.05784854292869568,7.976644307687256e-05
59500,0.013317283242940903,7.976644307687256e-05
59600,0.01816103793680668,7.976644307687256e-05
59700,0.018734969198703766,7.976644307687256e-05
59800,0.03654581308364868,7.976644307687256e-05
59900,0.015366381034255028,7.976644307687256e-05
60000,0.01399952545762062,7.976644307687256e-05
60100,0.009011735208332539,7.17897987691853e-05
60200,0.011852280236780643,7.17897987691853e-05
60300,0.014817067421972752,7.17897987691853e-05
60400,0.012888834811747074,7.17897987691853e-05
60500,0.009027059189975262,7.17897987691853e-05
60600,0.012906648218631744,7.17897987691853e-05
60700,0.017331529408693314,7.17897987691853e-05
60800,0.011820213869214058,7.17897987691853e-05
60900,0.010113881900906563,7.17897987691853e-05
61000,0.01695094257593155,7.17897987691853e-05
61100,0.014070075005292892,7.17897987691853e-05
61200,0.00911425519734621,7.17897987691853e-05
61300,0.016422074288129807,7.17897987691853e-05
61400,0.01729566603899002,7.17897987691853e-05
61500,0.011258905753493309,7.17897987691853e-05
61600,0.017163995653390884,7.17897987691853e-05
61700,0.024358762428164482,7.17897987691853e-05
61800,0.008832355961203575,7.17897987691853e-05
61900,0.024595001712441444,7.17897987691853e-05
62000,0.019014274701476097,7.17897987691853e-05
62100,0.017324432730674744,7.17897987691853e-05
62200,0.026648331433534622,7.17897987691853e-05
62300,0.012719346210360527,7.17897987691853e-05
62400,0.010386941954493523,7.17897987691853e-05
62500,0.015728957951068878,6.461081889226677e-05
62600,0.014831814914941788,6.461081889226677e-05
62700,0.008390972390770912,6.461081889226677e-05
62800,0.012294963002204895,6.461081889226677e-05
62900,0.01645733043551445,6.461081889226677e-05
63000,0.01675041764974594,6.461081889226677e-05
63100,0.016637444496154785,6.461081889226677e-05
63200,0.007554681971669197,6.461081889226677e-05
63300,0.012774409726262093,6.461081889226677e-05
63400,0.02250382862985134,6.461081889226677e-05
63500,0.01567409560084343,6.461081889226677e-05
63600,0.01672939583659172,6.461081889226677e-05
63700,0.00884702242910862,6.461081889226677e-05
63800,0.016459304839372635,6.461081889226677e-05
63900,0.007298289332538843,6.461081889226677e-05
64000,0.010264615528285503,6.461081889226677e-05
64100,0.01816472038626671,6.461081889226677e-05
64200,0.02206341177225113,6.461081889226677e-05
64300,0.026908554136753082,6.461081889226677e-05
64400,0.04786834120750427,6.461081889226677e-05
64500,0.01026386208832264,6.461081889226677e-05
64600,0.01860872656106949,6.461081889226677e-05
64700,0.013860735110938549,6.461081889226677e-05
64800,0.01972116529941559,6.461081889226677e-05
64900,0.024113429710268974,5.81497370030401e-05
65000,0.019994616508483887,5.81497370030401e-05
65100,0.026549922302365303,5.81497370030401e-05
65200,0.021973557770252228,5.81497370030401e-05
65300,0.019382894039154053,5.81497370030401e-05
65400,0.012474599294364452,5.81497370030401e-05
65500,0.009564504958689213,5.81497370030401e-05
65600,0.04445542395114899,5.81497370030401e-05
65700,0.011418159119784832,5.81497370030401e-05
65800,0.012520922347903252,5.81497370030401e-05
65900,0.02787686325609684,5.81497370030401e-05
66000,0.012246076948940754,5.81497370030401e-05
66100,0.047183673828840256,5.81497370030401e-05
66200,0.014713509008288383,5.81497370030401e-05
