count,loss,learning_rate
100,0.16079363226890564,0.001
200,0.09970763325691223,0.001
300,0.09785117208957672,0.001
400,0.07300546765327454,0.001
500,0.12685467302799225,0.001
600,0.0672522634267807,0.001
700,0.045081689953804016,0.001
800,0.11380995810031891,0.001
900,0.10315905511379242,0.001
1000,0.08114232122898102,0.001
1100,0.08681955933570862,0.001
1200,0.04027842357754707,0.001
1300,0.08798752725124359,0.001
1400,0.06030017137527466,0.001
1500,0.06377775967121124,0.001
1600,0.05196205899119377,0.001
1700,0.06274475157260895,0.001
1800,0.05506967008113861,0.001
1900,0.055387772619724274,0.001
2000,0.03675645962357521,0.001
2100,0.1373523771762848,0.001
2200,0.06750068068504333,0.001
2300,0.04871583729982376,0.001
2400,0.10190106928348541,0.001
2500,0.04606030508875847,0.001
2600,0.15557396411895752,0.001
2700,0.04346171021461487,0.001
2800,0.058763500303030014,0.001
2900,0.04186752438545227,0.001
3000,0.06440683454275131,0.001
3100,0.033277906477451324,0.001
3200,0.09056292474269867,0.001
3300,0.06748131662607193,0.001
3400,0.07576905190944672,0.001
3500,0.06381002068519592,0.001
3600,0.034629907459020615,0.001
3700,0.04844161123037338,0.001
3800,0.08241873234510422,0.001
3900,0.04428376257419586,0.001
4000,0.13407664000988007,0.001
4100,0.10081540793180466,0.001
4200,0.0638936311006546,0.001
4300,0.06396473944187164,0.001
4400,0.048052385449409485,0.001
4500,0.05299700051546097,0.001
4600,0.036160051822662354,0.001
4700,0.02097499556839466,0.001
4800,0.0698038637638092,0.001
4900,0.03601500764489174,0.001
5000,0.09274996817111969,0.001
5100,0.17649149894714355,0.001
5200,0.14835265278816223,0.001
5300,0.043152887374162674,0.001
5400,0.0531114861369133,0.001
5500,0.034349068999290466,0.001
5600,0.03153325617313385,0.001
5700,0.09018340706825256,0.001
5800,0.05604929104447365,0.001
5900,0.0831289067864418,0.001
6000,0.059978410601615906,0.001
6100,0.0562334805727005,0.001
6200,0.04725769907236099,0.001
6300,0.05941471830010414,0.001
6400,0.04493996500968933,0.001
6500,0.06688794493675232,0.001
6600,0.06519162654876709,0.001
6700,0.07914969325065613,0.001
6800,0.03762519359588623,0.001
6900,0.06860117614269257,0.001
7000,0.02705235406756401,0.001
7100,0.05369755998253822,0.001
7200,0.06134043261408806,0.0009000000000000001
7300,0.033399809151887894,0.0009000000000000001
7400,0.06937481462955475,0.0009000000000000001
7500,0.04508622735738754,0.0009000000000000001
7600,0.03264802694320679,0.0009000000000000001
7700,0.040049538016319275,0.0009000000000000001
7800,0.0409010611474514,0.0009000000000000001
7900,0.08107030391693115,0.0009000000000000001
8000,0.043913159519433975,0.0009000000000000001
8100,0.11122395843267441,0.0009000000000000001
8200,0.02969411015510559,0.0009000000000000001
8300,0.041017353534698486,0.0009000000000000001
8400,0.018510790541768074,0.0009000000000000001
8500,0.04051130637526512,0.0009000000000000001
8600,0.0451371893286705,0.0009000000000000001
8700,0.06369663029909134,0.0009000000000000001
8800,0.04520847275853157,0.0009000000000000001
8900,0.026042310521006584,0.0009000000000000001
9000,0.06496524065732956,0.0009000000000000001
9100,0.03904366493225098,0.0009000000000000001
9200,0.061567068099975586,0.0009000000000000001
9300,0.021909072995185852,0.0009000000000000001
9400,0.08019011467695236,0.0009000000000000001
9500,0.027093561366200447,0.0009000000000000001
9600,0.060888465493917465,0.0009000000000000001
9700,0.13609398901462555,0.0009000000000000001
9800,0.10224276781082153,0.0009000000000000001
9900,0.03853188082575798,0.0009000000000000001
10000,0.043068841099739075,0.0009000000000000001
10100,0.05288294330239296,0.0009000000000000001
10200,0.0865073874592781,0.0009000000000000001
10300,0.07447141408920288,0.0009000000000000001
10400,0.06000044569373131,0.0009000000000000001
10500,0.07085458934307098,0.0009000000000000001
10600,0.06437095999717712,0.0009000000000000001
10700,0.031000293791294098,0.0009000000000000001
10800,0.03541242331266403,0.0009000000000000001
10900,0.08812154829502106,0.0009000000000000001
11000,0.048400960862636566,0.0009000000000000001
11100,0.06346859037876129,0.0009000000000000001
11200,0.034718677401542664,0.0009000000000000001
11300,0.058250460773706436,0.0009000000000000001
11400,0.15249761939048767,0.0009000000000000001
11500,0.02554725855588913,0.0009000000000000001
11600,0.037312790751457214,0.0009000000000000001
11700,0.08060038834810257,0.0009000000000000001
11800,0.05171802639961243,0.0009000000000000001
11900,0.03237685561180115,0.0009000000000000001
12000,0.15821096301078796,0.0009000000000000001
12100,0.05051453039050102,0.0009000000000000001
12200,0.04628404602408409,0.0009000000000000001
12300,0.04014096036553383,0.0009000000000000001
12400,0.050346195697784424,0.0009000000000000001
12500,0.05580354481935501,0.0009000000000000001
12600,0.037560563534498215,0.0009000000000000001
12700,0.04113847762346268,0.0009000000000000001
12800,0.04036519303917885,0.0009000000000000001
12900,0.04010364040732384,0.0009000000000000001
13000,0.09454411268234253,0.0009000000000000001
13100,0.060313500463962555,0.0009000000000000001
13200,0.08719208836555481,0.0009000000000000001
13300,0.055620163679122925,0.0009000000000000001
13400,0.05952705442905426,0.0009000000000000001
13500,0.01643582433462143,0.0009000000000000001
13600,0.03233516216278076,0.0009000000000000001
13700,0.04196581616997719,0.0009000000000000001
13800,0.032298266887664795,0.0009000000000000001
13900,0.07602662593126297,0.0009000000000000001
14000,0.13027547299861908,0.0009000000000000001
14100,0.03432902693748474,0.0009000000000000001
14200,0.04876933991909027,0.0009000000000000001
14300,0.07904860377311707,0.0008100000000000001
14400,0.06600961089134216,0.0008100000000000001
14500,0.08530082553625107,0.0008100000000000001
