count,loss
100,0.21022182703018188
200,0.0729956328868866
300,0.11645236611366272
400,0.057026345282793045
500,0.07416059076786041
600,0.10193674266338348
700,0.04027538001537323
800,0.06119922921061516
900,0.04296991601586342
1000,0.04910045489668846
1100,0.03797268122434616
1200,0.060458265244960785
1300,0.06779850274324417
1400,0.03673724830150604
1500,0.06897799670696259
1600,0.08317863196134567
1700,0.05557028204202652
1800,0.03673587739467621
1900,0.03189739212393761
2000,0.06797894835472107
2100,0.04192992299795151
2200,0.06452545523643494
2300,0.04268425330519676
2400,0.03439878672361374
2500,0.0888342410326004
2600,0.028630588203668594
2700,0.05637463927268982
2800,0.043987937271595
2900,0.05418763682246208
3000,0.05231020227074623
3100,0.06330163776874542
3200,0.08360736072063446
3300,0.036373864859342575
3400,0.04081107676029205
3500,0.028272297233343124
3600,0.05726529657840729
3700,0.04919277876615524
3800,0.024046510457992554
3900,0.036021023988723755
4000,0.0241679809987545
4100,0.03326523303985596
4200,0.06522497534751892
4300,0.040474675595760345
4400,0.05746317654848099
4500,0.019640233367681503
4600,0.02535170689225197
4700,0.06624118238687515
4800,0.028066441416740417
4900,0.030254118144512177
5000,0.02511439099907875
5100,0.02831990458071232
5200,0.0941338986158371
5300,0.05029979348182678
5400,0.031297795474529266
5500,0.04982978478074074
5600,0.05785345286130905
5700,0.029147587716579437
5800,0.03910307586193085
5900,0.07896298170089722
6000,0.02739448845386505
6100,0.059208594262599945
6200,0.020214419811964035
6300,0.02430575340986252
6400,0.0354309119284153
6500,0.020393969491124153
6600,0.04236023128032684
6700,0.03306273743510246
6800,0.033468909561634064
6900,0.04033099114894867
7000,0.0452333465218544
7100,0.02160642296075821
7200,0.0236863624304533
7300,0.03867967054247856
7400,0.04597185179591179
7500,0.0183331910520792
7600,0.07123066484928131
7700,0.048381783068180084
7800,0.022879241034388542
7900,0.03218293935060501
8000,0.024545151740312576
8100,0.02485196478664875
8200,0.021177321672439575
8300,0.014766374602913857
8400,0.04059026390314102
8500,0.028356291353702545
8600,0.04020106419920921
8700,0.0249519944190979
8800,0.035426996648311615
8900,0.034319546073675156
9000,0.06643819063901901
9100,0.05518556386232376
9200,0.016436094418168068
9300,0.013986822217702866
9400,0.0470474436879158
