count,loss
100,0.15226560831069946
200,0.09318529069423676
300,0.04746837168931961
400,0.0160071961581707
500,0.14753851294517517
600,0.28905463218688965
700,0.4680115580558777
800,0.36355480551719666
900,0.13552960753440857
1000,0.3664300739765167
1100,0.4568435549736023
1200,0.05766993761062622
1300,0.1049576848745346
1400,0.13606548309326172
1500,0.12009258568286896
1600,0.09706568717956543
1700,0.22683396935462952
1800,0.13000766932964325
1900,0.1443277895450592
2000,0.07543934881687164
2100,0.31924793124198914
2200,0.26748061180114746
2300,0.06359021365642548
2400,0.03308604285120964
2500,0.03520679473876953
2600,0.05672229081392288
2700,0.03806319832801819
2800,0.030062884092330933
2900,0.04031599685549736
3000,0.02182988077402115
3100,0.11909949779510498
3200,0.14047370851039886
3300,0.0133132953196764
3400,0.02906639687716961
3500,0.062435805797576904
3600,0.03918658196926117
3700,0.04400975629687309
3800,0.08530744165182114
3900,0.06824865937232971
4000,0.031825676560401917
4100,0.05710059404373169
4200,0.09243274480104446
4300,0.12019914388656616
4400,0.0521942637860775
4500,0.06365613639354706
4600,0.023273184895515442
4700,0.06786468625068665
4800,0.016352977603673935
4900,0.14113742113113403
5000,0.10794013738632202
5100,0.3788105249404907
5200,0.10317728668451309
5300,0.12364190816879272
5400,0.09186968207359314
5500,0.03686108440160751
5600,0.032097842544317245
5700,0.029070641845464706
5800,0.11489395797252655
5900,0.013414517976343632
6000,0.04214463755488396
6100,0.025171104818582535
6200,0.05903991311788559
6300,0.055038776248693466
6400,0.10094602406024933
6500,0.04733749479055405
6600,0.03415720909833908
6700,0.04378695785999298
6800,0.04907412827014923
6900,0.009955163113772869
7000,0.08219794929027557
7100,0.032026056200265884
7200,0.06581073999404907
7300,0.051576703786849976
7400,0.024235432967543602
7500,0.06420350074768066
7600,0.027498021721839905
7700,0.14767667651176453
7800,0.06337371468544006
7900,0.02478148601949215
8000,0.1302272379398346
8100,0.2502337098121643
8200,0.016235314309597015
8300,0.08729860186576843
8400,0.038432151079177856
8500,0.045079827308654785
8600,0.032215289771556854
8700,0.046903885900974274
8800,0.08231502771377563
8900,0.060685351490974426
9000,0.04014868661761284
9100,0.06187298521399498
9200,0.028941426426172256
9300,0.07069601863622665
9400,0.23936188220977783
9500,0.03226481378078461
9600,0.06700203567743301
9700,0.09460814297199249
9800,0.03963898494839668
9900,0.039198100566864014
10000,0.10191978514194489
10100,0.02573201060295105
10200,0.021999750286340714
10300,0.044917747378349304
10400,0.033320602029561996
10500,0.03368229791522026
10600,0.05891640484333038
10700,0.029713694006204605
10800,0.10469204187393188
10900,0.019345834851264954
11000,0.04955728352069855
11100,0.09801500290632248
11200,0.08032973110675812
11300,0.09136916697025299
11400,0.0730525404214859
11500,0.06646784394979477
11600,0.06374761462211609
11700,0.09711892902851105
11800,0.04119674116373062
11900,0.017412686720490456
12000,0.0274908859282732
12100,0.0995786041021347
12200,0.044609490782022476
12300,0.03345656767487526
12400,0.08651119470596313
12500,0.04249662905931473
12600,0.04784649610519409
12700,0.07391349226236343
12800,0.030321763828396797
12900,0.08517902344465256
13000,0.11616390198469162
13100,0.025187024846673012
13200,0.08822754770517349
13300,0.0659778043627739
13400,0.021019071340560913
13500,0.029536714777350426
13600,0.04366929829120636
13700,0.09720828384160995
13800,0.08809232711791992
13900,0.014354348182678223
14000,0.05276021361351013
14100,0.0312761515378952
14200,0.2007943093776703
14300,0.07046407461166382
14400,0.10411320626735687
14500,0.04420265182852745
14600,0.06320740282535553
14700,0.05601523816585541
14800,0.029805440455675125
14900,0.029488464817404747
15000,0.053479909896850586
15100,0.022558629512786865
15200,0.21132846176624298
15300,0.060108404606580734
15400,0.04946473240852356
15500,0.09135294705629349
15600,0.043232232332229614
15700,0.06248163804411888
15800,0.034673143178224564
15900,0.035171397030353546
16000,0.12139588594436646
16100,0.04152117669582367
16200,0.02702709473669529
16300,0.03387533128261566
16400,0.06821465492248535
16500,0.08931653201580048
16600,0.08508720248937607
16700,0.02241496928036213
16800,0.08479304611682892
16900,0.020273633301258087
17000,0.1612708419561386
17100,0.055001500993967056
17200,0.07657212018966675
17300,0.08646221458911896
17400,0.020292721688747406
17500,0.04469211399555206
17600,0.028517667204141617
17700,0.09046455472707748
17800,0.05212348327040672
17900,0.0799272358417511
18000,0.05251173675060272
18100,0.05644935369491577
18200,0.019449373707175255
18300,0.04359351843595505
18400,0.07324204593896866
18500,0.03857811167836189
18600,0.058227479457855225
18700,0.062225621193647385
18800,0.32918456196784973
18900,0.04692157357931137
19000,0.1628636121749878
19100,0.05710399150848389
19200,0.05324838310480118
19300,0.036213699728250504
19400,0.16179193556308746
19500,0.04373527318239212
19600,0.06640732288360596
19700,0.1019572913646698
19800,0.04849342256784439
19900,0.05346422642469406
20000,0.17047570645809174
20100,0.0714493840932846
20200,0.03173314034938812
20300,0.2242676317691803
20400,0.05718987435102463
20500,0.01687259040772915
20600,0.044613223522901535
20700,0.05619098246097565
20800,0.0927552580833435
20900,0.05238191783428192
21000,0.03354403376579285
21100,0.04993811249732971
21200,0.06898434460163116
21300,0.03242902457714081
21400,0.1321573108434677
21500,0.08157775551080704
21600,0.12488649785518646
21700,0.018400873988866806
21800,0.0371902696788311
21900,0.021665140986442566
22000,0.06841405481100082
22100,0.10834292322397232
22200,0.03460979461669922
22300,0.0340958870947361
22400,0.24623124301433563
22500,0.10366865992546082
22600,0.022244036197662354
22700,0.04100829362869263
22800,0.02597101591527462
22900,0.031441520899534225
23000,0.04815097153186798
23100,0.013529546558856964
23200,0.02453477866947651
23300,0.03315175324678421
23400,0.024565763771533966
23500,0.028130855411291122
23600,0.046097662299871445
23700,0.1118844747543335
23800,0.08900271356105804
23900,0.03528058901429176
24000,0.031218044459819794
24100,0.04108521714806557
24200,0.050722330808639526
24300,0.01659478433430195
24400,0.017769066616892815
24500,0.08886972069740295
24600,0.021856337785720825
24700,0.0233013816177845
24800,0.05348276346921921
24900,0.03617163375020027
25000,0.06076769530773163
25100,0.05752478539943695
25200,0.04263942688703537
25300,0.0354912132024765
25400,0.03974539041519165
25500,0.03173862397670746
25600,0.032997015863657
25700,0.06659916788339615
25800,0.04501538351178169
25900,0.08300197869539261
26000,0.024155113846063614
26100,0.0831080824136734
26200,0.027424560859799385
26300,0.06640477478504181
26400,0.022860676050186157
26500,0.0525844469666481
26600,0.04525767266750336
26700,0.03649389371275902
26800,0.0273121427744627
26900,0.03026212379336357
