count,loss,learning_rate
100,0.1688985526561737,0.001
200,0.1676294356584549,0.001
300,0.09167809784412384,0.001
400,0.07909639924764633,0.001
500,0.07101862132549286,0.001
600,0.04632013291120529,0.001
700,0.1641218513250351,0.001
800,0.04571259021759033,0.001
900,0.06377307325601578,0.001
1000,0.05071260780096054,0.001
1100,0.03250070661306381,0.001
1200,0.07707875221967697,0.001
1300,0.05923058092594147,0.001
1400,0.10765372216701508,0.001
1500,0.07657021284103394,0.001
1600,0.05616067349910736,0.001
1700,0.045924555510282516,0.001
1800,0.06530901789665222,0.001
1900,0.061732418835163116,0.001
2000,0.09700726717710495,0.001
2100,0.03297656029462814,0.001
2200,0.048477448523044586,0.001
2300,0.048480212688446045,0.001
2400,0.0728534683585167,0.001
2500,0.06382005661725998,0.0009000000000000001
2600,0.07271528244018555,0.0009000000000000001
2700,0.04105566814541817,0.0009000000000000001
2800,0.05955061689019203,0.0009000000000000001
2900,0.03986334800720215,0.0009000000000000001
3000,0.030770841985940933,0.0009000000000000001
3100,0.10710344463586807,0.0009000000000000001
3200,0.08232851326465607,0.0009000000000000001
3300,0.0668645054101944,0.0009000000000000001
3400,0.06438368558883667,0.0009000000000000001
3500,0.04186774790287018,0.0009000000000000001
3600,0.04122484475374222,0.0009000000000000001
3700,0.03708099573850632,0.0009000000000000001
3800,0.052768900990486145,0.0009000000000000001
3900,0.037423886358737946,0.0009000000000000001
4000,0.04109889268875122,0.0009000000000000001
4100,0.030591759830713272,0.0009000000000000001
4200,0.04685717076063156,0.0009000000000000001
4300,0.09330229461193085,0.0009000000000000001
4400,0.07505522668361664,0.0009000000000000001
4500,0.11503472179174423,0.0009000000000000001
4600,0.06742432713508606,0.0009000000000000001
4700,0.05537706986069679,0.0009000000000000001
4800,0.046351127326488495,0.0009000000000000001
4900,0.02671445533633232,0.0008100000000000001
5000,0.03950747847557068,0.0008100000000000001
5100,0.02475154586136341,0.0008100000000000001
5200,0.046395301818847656,0.0008100000000000001
5300,0.03891792893409729,0.0008100000000000001
5400,0.04681066796183586,0.0008100000000000001
5500,0.0459800660610199,0.0008100000000000001
5600,0.04497871547937393,0.0008100000000000001
5700,0.0632714033126831,0.0008100000000000001
5800,0.1069226861000061,0.0008100000000000001
5900,0.05380120128393173,0.0008100000000000001
